Time      Roll    Pitch   Yaw
120.77226 0.0098 -0.7718 79.6596 
120.77227 -0.0873 -0.7596 79.7628 
120.77227 -0.2010 -0.7556 79.8591 
120.77227 -0.3226 -0.7641 79.9726 
120.77227 -0.4123 -0.7578 80.0722 
120.77227 -0.5079 -0.7435 80.1756 
120.77227 -0.5918 -0.7420 80.2621 
120.77227 -0.6891 -0.7469 80.3605 
120.77227 -0.8033 -0.7362 80.4492 
120.77228 -0.9287 -0.7113 80.5642 
120.77228 -1.0412 -0.6957 80.6457 
120.77228 -1.1564 -0.6930 80.7262 
120.77228 -1.2851 -0.5093 80.8170 
120.77228 -0.7474 -0.4023 80.6640 
120.77228 -0.6189 -0.2072 80.5628 
120.77228 -0.4705 0.0072 80.4091 
120.77228 -0.1916 0.2141 80.2954 
120.77228 0.0670 0.4659 80.1987 
120.77229 0.2725 0.6860 80.1055 
120.77229 0.4364 0.8893 80.0041 
120.77229 0.8296 0.9388 79.7732 
120.77229 0.7697 0.9996 79.6317 
120.77229 1.2109 0.9307 79.3672 
120.77229 1.4884 0.8249 79.0879 
120.77229 1.7187 0.7131 78.8131 
120.77229 1.9990 0.6543 78.5813 
120.77229 2.3013 0.6050 78.3342 
120.77230 2.5816 0.5404 78.0881 
120.77230 2.8286 0.4676 77.8340 
120.77230 3.0872 0.4094 77.5809 
120.77230 3.3939 0.3500 77.3498 
120.77230 3.6738 0.2812 77.1090 
120.77230 3.8785 0.2863 76.8575 
120.77230 4.0338 0.2875 76.5036 
120.77230 3.9581 0.4279 76.2905 
120.77231 3.9337 0.4720 76.0113 
120.77231 3.7605 0.5984 75.8030 
120.77231 3.6045 0.7743 75.6117 
120.77231 3.4863 0.9092 75.4074 
120.77231 3.3519 1.0302 75.1922 
120.77231 3.2525 1.0448 75.0787 
120.77231 3.1332 0.9462 74.9719 
120.77231 2.9777 0.8505 74.8780 
120.77231 2.8783 0.7650 74.8033 
120.77232 2.7328 0.6784 74.7007 
120.77232 2.5765 0.5952 74.5964 
120.77232 2.4293 0.5146 74.5187 
120.77232 2.2930 0.4126 74.4264 
120.77232 2.1302 0.3180 74.3449 
120.77232 2.0158 0.2270 74.2431 
120.77232 1.8901 0.1391 74.1549 
120.77232 1.7725 0.0465 74.0580 
120.77233 1.6242 -0.0220 73.9708 
120.77233 1.4795 -0.1121 73.8773 
120.77233 1.3149 -0.2103 73.7995 
120.77233 1.1981 -0.2902 73.7193 
120.77233 1.0687 -0.3661 73.6259 
120.77233 0.9328 -0.4653 73.5386 
120.77233 0.7822 -0.5468 73.4503 
120.77233 0.6411 -0.6459 73.3695 
120.77233 0.4898 -0.7467 73.2904 
120.77234 0.3546 -0.8357 73.2101 
120.77234 0.2051 -0.9222 73.1197 
120.77234 0.0728 -1.0185 73.0379 
120.77234 -0.0684 -1.1047 72.9691 
120.77234 -0.1955 -1.1838 72.8908 
120.77234 -0.3380 -1.2740 72.8038 
120.77234 -0.4861 -1.3584 72.7342 
120.77234 -0.6263 -1.4556 72.6478 
120.77234 -0.9017 -1.4745 72.6280 
120.77235 -0.7690 -1.5090 72.6191 
120.77235 -0.7483 -1.4925 72.6080 
120.77235 -0.7400 -1.5209 72.6318 
120.77235 -0.7246 -1.5346 72.6319 
120.77235 -0.7122 -1.5397 72.6319 
120.77235 -0.7102 -1.5451 72.6332 
120.77235 -0.6830 -1.5313 72.6379 
120.77235 -0.6780 -1.5173 72.6526 
120.77236 -0.6884 -1.5159 72.6443 
120.77236 -0.6887 -1.5198 72.6442 
120.77236 -0.7205 -1.5213 72.6574 
120.77236 -0.7222 -1.5246 72.6654 
120.77236 -0.7183 -1.5387 72.6696 
120.77236 -0.6890 -1.5513 72.6659 
120.77236 -0.6912 -1.5642 72.6704 
120.77236 -0.6944 -1.5613 72.6732 
120.77236 -0.6914 -1.5676 72.6683 
120.77237 -0.6785 -1.5787 72.6519 
120.77237 -0.6785 -1.5825 72.6545 
120.77237 -0.6559 -1.5969 72.6529 
120.77237 -0.6903 -1.6006 72.6628 
120.77237 -0.6983 -1.6125 72.6668 
120.77237 -0.6828 -1.6057 72.6614 
120.77237 -0.6931 -1.6202 72.6710 
120.77237 -0.6892 -1.6118 72.6886 
120.77237 -0.6854 -1.6166 72.6913 
120.77238 -0.6808 -1.5919 72.6983 
120.77238 -0.6693 -1.6102 72.7198 
120.77238 -0.6692 -1.6037 72.7162 
120.77238 -0.6686 -1.6060 72.7199 
120.77238 -0.6608 -1.6253 72.7323 
120.77238 -0.6737 -1.6244 72.7158 
120.77238 -0.6753 -1.6142 72.7005 
120.77238 -0.6641 -1.6125 72.6992 
120.77239 -0.6496 -1.5924 72.7070 
120.77239 -0.6663 -1.5754 72.6923 
120.77239 -0.6725 -1.5721 72.6977 
120.77239 -0.6709 -1.5787 72.7044 
120.77239 -0.6945 -1.5779 72.7068 
120.77239 -0.6859 -1.5890 72.7185 
120.77239 -0.6959 -1.5892 72.7377 
120.77239 -0.7208 -1.5797 72.7239 
120.77239 -0.7059 -1.5915 72.7338 
120.77240 -0.6981 -1.6081 72.7377 
120.77240 -0.6927 -1.5983 72.7287 
120.77240 -0.7096 -1.5974 72.7295 
120.77240 -0.7081 -1.5894 72.7269 
120.77240 -0.7102 -1.5848 72.7380 
120.77240 -0.6982 -1.5980 72.7508 
120.77240 -0.7105 -1.5941 72.7399 
120.77240 -0.6959 -1.5877 72.7583 
120.77240 -0.6993 -1.5770 72.7525 
120.77241 -0.7161 -1.5761 72.7710 
120.77241 -0.7075 -1.5782 72.7642 
120.77241 -0.7172 -1.5989 72.7591 
120.77241 -0.7195 -1.5910 72.7574 
120.77241 -0.7261 -1.5923 72.7715 
120.77241 -0.7275 -1.5892 72.7827 
120.77241 -0.7064 -1.5849 72.7826 
120.77241 -0.7142 -1.5850 72.7891 
120.77242 -0.7148 -1.5647 72.7879 
120.77242 -0.7248 -1.5663 72.7972 
120.77242 -0.7323 -1.5573 72.8049 
120.77242 -0.7570 -1.5693 72.8245 
120.77242 -0.7558 -1.5584 72.8253 
120.77242 -0.7680 -1.5731 72.8264 
120.77242 -0.7823 -1.5889 72.8324 
120.77242 -0.7758 -1.5827 72.8360 
120.77242 -0.7938 -1.5779 72.8244 
120.77243 -0.8047 -1.5561 72.8248 
120.77243 -0.8062 -1.5495 72.8195 
120.77243 -0.8247 -1.5421 72.8361 
120.77243 -0.8288 -1.5461 72.8342 
120.77243 -0.8377 -1.5441 72.8329 
120.77243 -0.8281 -1.5416 72.8595 
120.77243 -0.8249 -1.5631 72.8685 
120.77243 -0.8105 -1.5535 72.8788 
120.77243 -0.8299 -1.5346 72.8913 
120.77244 -0.8515 -1.5268 72.8923 
120.77244 -0.8570 -1.5240 72.9102 
120.77244 -0.8709 -1.5219 72.9240 
120.77244 -0.8863 -1.5204 72.9134 
120.77244 -0.8661 -1.5356 72.9274 
120.77244 -0.8601 -1.5362 72.9361 
120.77244 -0.8535 -1.5407 72.9364 
120.77244 -0.8420 -1.5440 72.9362 
120.77245 -0.8595 -1.5408 72.9222 
120.77245 -0.8462 -1.5486 72.9184 
120.77245 -0.8837 -1.5503 72.9200 
120.77245 -0.9094 -1.5447 72.9156 
120.77245 -0.9047 -1.5546 72.9326 
120.77245 -0.9002 -1.5436 72.9304 
120.77245 -0.9172 -1.5353 72.9431 
120.77245 -0.9054 -1.5212 72.9474 
120.77245 -0.8966 -1.5161 72.9541 
120.77246 -0.8973 -1.5239 72.9536 
120.77246 -0.8943 -1.5240 72.9553 
120.77246 -0.9033 -1.5372 72.9598 
120.77246 -0.9140 -1.5443 72.9628 
120.77246 -0.9039 -1.5477 72.9723 
120.77246 -0.9032 -1.5449 72.9841 
120.77246 -0.8944 -1.5669 72.9835 
120.77246 -0.8947 -1.5567 72.9850 
120.77247 -0.9163 -1.5594 72.9834 
120.77247 -0.9021 -1.5660 72.9848 
120.77247 -0.9092 -1.5746 73.0018 
120.77247 -0.9094 -1.5782 72.9993 
120.77247 -0.9246 -1.5990 73.0050 
120.77247 -0.9318 -1.5922 73.0091 
120.77247 -0.9291 -1.5962 73.0247 
120.77247 -0.9036 -1.5874 73.0208 
120.77247 -0.8975 -1.5911 73.0412 
120.77248 -0.8906 -1.5917 73.0546 
120.77248 -0.8809 -1.6052 73.0607 
120.77248 -0.8678 -1.6052 73.0713 
120.77248 -0.8735 -1.6129 73.0977 
120.77248 -0.8820 -1.6054 73.0970 
120.77248 -0.8873 -1.6090 73.0902 
120.77248 -0.8902 -1.6051 73.1072 
120.77248 -0.9039 -1.6038 73.1147 
120.77248 -0.9070 -1.6084 73.1046 
120.77249 -0.9069 -1.6276 73.1023 
120.77249 -0.8818 -1.6323 73.1193 
120.77249 -0.8614 -1.6232 73.1098 
120.77249 -0.8943 -1.6270 73.1251 
120.77249 -0.8900 -1.6193 73.1257 
120.77249 -0.9278 -1.6212 73.1029 
120.77249 -0.9053 -1.6394 73.1161 
120.77249 -0.9200 -1.6469 73.1124 
120.77250 -0.9438 -1.6695 73.1268 
120.77250 -0.9712 -1.6705 73.1324 
120.77250 -0.9647 -1.6641 73.1401 
120.77250 -0.9459 -1.6619 73.1317 
120.77250 -0.9479 -1.6626 73.1408 
120.77250 -0.9391 -1.6693 73.1368 
120.77250 -0.9397 -1.6659 73.1599 
120.77250 -0.9186 -1.6609 73.1578 
120.77250 -0.9068 -1.6532 73.1662 
120.77251 -0.8646 -1.6674 73.1603 
120.77251 -0.8739 -1.6840 73.1670 
120.77251 -0.8830 -1.6832 73.1798 
120.77251 -0.8870 -1.6815 73.1814 
120.77251 -0.8963 -1.6914 73.1869 
120.77251 -0.8829 -1.7251 73.1931 
120.77251 -0.8950 -1.7324 73.1975 
120.77251 -0.9021 -1.7292 73.1940 
120.77251 -0.9007 -1.7222 73.2222 
120.77252 -0.8964 -1.7275 73.2316 
120.77252 -0.8832 -1.7290 73.2557 
120.77252 -0.8733 -1.7420 73.2583 
120.77252 -0.8772 -1.7263 73.2663 
120.77252 -0.8652 -1.7234 73.2693 
120.77252 -0.8601 -1.7331 73.2655 
120.77252 -0.8478 -1.7222 73.2464 
120.77252 -0.8703 -1.7160 73.2502 
120.77253 -0.8642 -1.7180 73.2716 
120.77253 -0.8636 -1.7259 73.2789 
120.77253 -0.8715 -1.7251 73.2834 
120.77253 -0.8623 -1.7258 73.3024 
120.77253 -0.8524 -1.7195 73.3120 
120.77253 -0.8379 -1.7358 73.3264 
120.77253 -0.8562 -1.7324 73.3372 
120.77253 -0.8734 -1.7258 73.3418 
120.77253 -0.8838 -1.7410 73.3449 
120.77254 -0.8559 -1.7398 73.3352 
120.77254 -0.8571 -1.7267 73.3308 
120.77254 -0.8746 -1.7334 73.3377 
120.77254 -0.8781 -1.7275 73.3430 
120.77254 -0.8848 -1.7252 73.3421 
120.77254 -0.8906 -1.7282 73.3440 
120.77254 -0.8563 -1.7222 73.3471 
120.77254 -0.8483 -1.7289 73.3592 
120.77254 -0.8575 -1.7252 73.3670 
120.77255 -0.8395 -1.7106 73.3863 
120.77255 -0.8300 -1.6908 73.3913 
120.77255 -0.8034 -1.6744 73.3962 
120.77255 -0.7839 -1.6714 73.3999 
120.77255 -0.7780 -1.6699 73.4141 
120.77255 -0.7636 -1.6831 73.3992 
120.77255 -0.7681 -1.6839 73.4182 
120.77255 -0.7598 -1.6802 73.4281 
120.77256 -0.7401 -1.6738 73.4293 
120.77256 -0.7202 -1.6651 73.4449 
120.77256 -0.7168 -1.6891 73.4584 
120.77256 -0.7094 -1.6805 73.4721 
120.77256 -0.7115 -1.6720 73.4710 
120.77256 -0.6942 -1.6860 73.4819 
120.77256 -0.7030 -1.6881 73.4999 
120.77256 -0.7003 -1.6701 73.4997 
120.77256 -0.7059 -1.6589 73.5035 
120.77257 -0.7071 -1.6593 73.4974 
120.77257 -0.6906 -1.6433 73.5096 
120.77257 -0.7044 -1.6475 73.4969 
120.77257 -0.7200 -1.6573 73.5154 
120.77257 -0.7113 -1.6449 73.5358 
120.77257 -0.7123 -1.6484 73.5652 
120.77257 -0.7058 -1.6565 73.5623 
120.77257 -0.7081 -1.6499 73.5858 
120.77258 -0.6928 -1.6518 73.5900 
120.77258 -0.6892 -1.6454 73.5902 
120.77258 -0.6976 -1.6437 73.5983 
120.77258 -0.7095 -1.6451 73.5859 
120.77258 -0.7251 -1.6460 73.5843 
120.77258 -0.7362 -1.6543 73.5817 
120.77258 -0.7316 -1.6386 73.5712 
120.77258 -0.7306 -1.6429 73.5798 
120.77258 -0.7135 -1.6430 73.5872 
120.77259 -0.7141 -1.6370 73.6097 
120.77259 -0.7003 -1.6277 73.6237 
120.77259 -0.7046 -1.6259 73.6262 
120.77259 -0.7297 -1.6377 73.6276 
120.77259 -0.7309 -1.6332 73.6524 
120.77259 -0.7220 -1.6305 73.6509 
120.77259 -0.7328 -1.6211 73.6560 
120.77259 -0.7317 -1.6287 73.6613 
120.77259 -0.7217 -1.6323 73.6764 
120.77260 -0.7290 -1.6408 73.6795 
120.77260 -0.7091 -1.6521 73.6790 
120.77260 -0.7100 -1.6418 73.6800 
120.77260 -0.7246 -1.6329 73.6858 
120.77260 -0.7043 -1.6299 73.6840 
120.77260 -0.6725 -1.6258 73.6799 
120.77260 -0.6872 -1.6311 73.6778 
120.77260 -0.7100 -1.6292 73.6930 
120.77261 -0.6949 -1.6295 73.7029 
120.77261 -0.7032 -1.6057 73.7371 
120.77261 -0.6990 -1.6083 73.7351 
120.77261 -0.6925 -1.6047 73.7462 
120.77261 -0.6833 -1.6126 73.7416 
120.77261 -0.6844 -1.6286 73.7565 
120.77261 -0.6885 -1.6229 73.7614 
120.77261 -0.7072 -1.6343 73.7833 
120.77261 -0.7080 -1.6297 73.7781 
120.77262 -0.7095 -1.6254 73.7819 
120.77262 -0.7024 -1.6267 73.7989 
120.77262 -0.6878 -1.6178 73.8008 
120.77262 -0.6841 -1.6475 73.8093 
120.77262 -0.6885 -1.6375 73.8124 
120.77262 -0.6977 -1.6386 73.8022 
120.77262 -0.6897 -1.6333 73.7981 
120.77262 -0.6990 -1.6390 73.8071 
120.77262 -0.7144 -1.6391 73.8084 
120.77263 -0.7053 -1.6362 73.8042 
120.77263 -0.7100 -1.6214 73.7950 
120.77263 -0.7312 -1.6269 73.7906 
120.77263 -0.7045 -1.6262 73.8152 
120.77263 -0.7059 -1.6213 73.8228 
120.77263 -0.7182 -1.6355 73.8183 
120.77263 -0.7298 -1.6415 73.8136 
120.77263 -0.7482 -1.6324 73.8095 
120.77264 -0.7491 -1.6309 73.8153 
120.77264 -0.7615 -1.6379 73.8214 
120.77264 -0.7508 -1.6412 73.8217 
120.77264 -0.7698 -1.6309 73.8396 
120.77264 -0.7528 -1.6412 73.8520 
120.77264 -0.7731 -1.6277 73.8508 
120.77264 -0.7988 -1.6585 73.8544 
120.77264 -0.7866 -1.6628 73.8622 
120.77264 -0.7528 -1.6518 73.8678 
120.77265 -0.7542 -1.6612 73.8688 
120.77265 -0.7291 -1.6516 73.8689 
120.77265 -0.7279 -1.6539 73.8841 
120.77265 -0.7381 -1.6391 73.8968 
120.77265 -0.7335 -1.6474 73.9006 
120.77265 -0.7285 -1.6290 73.8970 
120.77265 -0.7588 -1.6286 73.8958 
120.77265 -0.7721 -1.6345 73.8910 
120.77265 -0.7732 -1.6252 73.9083 
120.77266 -0.7872 -1.6195 73.9226 
120.77266 -0.8010 -1.6308 73.9335 
120.77266 -0.8084 -1.6397 73.9345 
120.77266 -0.7999 -1.6559 73.9377 
120.77266 -0.8106 -1.6465 73.9354 
120.77266 -0.7987 -1.6578 73.9300 
120.77266 -0.7872 -1.6663 73.9168 
120.77266 -0.7761 -1.6646 73.9327 
120.77267 -0.7846 -1.6766 73.9161 
120.77267 -0.7890 -1.6795 73.9155 
120.77267 -0.7737 -1.6830 73.9175 
120.77267 -0.7815 -1.6845 73.9282 
120.77267 -0.7729 -1.6931 73.9518 
120.77267 -0.7770 -1.6848 73.9563 
120.77267 -0.7852 -1.6863 73.9508 
120.77267 -0.7818 -1.6787 73.9482 
120.77267 -0.7854 -1.6742 73.9574 
120.77268 -0.7783 -1.6682 73.9573 
120.77268 -0.7736 -1.6737 73.9769 
120.77268 -0.7770 -1.6792 73.9791 
120.77268 -0.7845 -1.6831 73.9918 
120.77268 -0.7759 -1.6897 74.0001 
120.77268 -0.7945 -1.6945 74.0057 
